;X;Unnamed..0;StartDate;EndDate;Status;Progress;Duration..in.seconds.;Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;consent_q;google.acct;att_1;att_2;entertain_predict_3;lonely_predict_3;novel_predict_3;engage_predict_3;comfort_predict_3;interest_predict_3;connect_predict_3;entertain_predict_3.1;lonely_predict_3.1;novel_predict_3.1;engage_predict_3.1;comfort_predict_3.1;interest_predict_3.1;connect_predict_3.1;lonely_1_3;lonely_2_3;lonely_3_3;lonely_4_3;mturk_id;completion_code;timer_First.Click;timer_Last.Click;timer_Page.Submit;timer_Click.Count;screenshot_Id;screenshot_Name;screenshot_Size;screenshot_Type;noInteraction_timer_First.Click;noInteraction_timer_Last.Click;noInteraction_timer_Page.Submit;noInteraction_timer_Click.Count;entertain_exp_3;lonely_exp_3;novel_exp_3;engage_exp_3;comfor_exp_3;interest_exp_3;connect_exp_3;entertain_exp_3.1;lonely_exp_3.1;novel_exp_3.1;engage_exp_3.1;comfort_exp_3;interest_exp_3.1;connected_exp_3;lonely_1_after_3;lonely_2_after_3;lonely_3_after_3;lonely_4_after_3;comp_1;comp_2;able_nothing;able_nothing_explain;believe_q;explain;ai_attitude_1_6;ai_attitude_2_1;ai_attitude_3_1;ai_attitude_4_1;ai_attitude_5_1;ai_attitude_6_1;ai_attitude_7_1;ai_attitude_8_1;ai_attitude_9_1;ai_attitude_10_1;ai_attitude_11_1;ai_attitude_12_1;ai_attitude_13_1;ai_attitude_14_1;ai_attitude_15_1;ai_attitude_16_1;chatbot;chatbot_exp;gender;gender_4_TEXT;ethnicity;ethnicity_6_TEXT;age;edu;edu_8_TEXT;workerId;condition_2;condition
360;359;359;2023-04-06 08:39:58;2023-04-06 09:00:24;0;100;1225;1;2023-04-06 09:00:25;R_3g655GVxsveSnVA;anonymous;EN;1;1;2;2;;;;;;;;62;61;58;52;55;59;60;60;65;66;56;360;1441-5727-3267-0751;;;;;;;;;;;;;;;;;;;;89;85;90;98;100;89;89;90;89;90;91;2;1;;;1;there answers were very specific ;71;73;70;66;62;65;63;65;67;70;62;65;66;64;63;61;2;;1;;1;;24;5;;360;0;conversational AI companion
361;360;360;2023-04-06 08:34:57;2023-04-06 09:00:27;0;100;1529;1;2023-04-06 09:00:27;R_Adoagc5V0Yaz2wN;anonymous;EN;1;1;2;2;37;82;64;71;50;37;73;;;;;;;;79;83;82;80;361;;;;;;;;;;18.212;18.212;934.66;1;45;49;21;69;59;50;61;;;;;;;;82;76;74;73;2;1;1;Yes, but it was slightly difficult. Had the urge to check my phone but refrained from doing so.;;;;;;;;;;;;;;;;;;;1;Several. Most recently was when I was looking for a remote job. The company website had a chatbot.;1;;2;;23;3;;361;0;nothing
362;361;361;2023-04-06 09:01:31;2023-04-06 09:01:57;0;100;26;1;2023-04-06 09:01:58;R_3GdkQMV6LpeG3lv;anonymous;EN;1;2;;;;;;;;;;;;;;;;;;;;;362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;362;;
363;362;362;2023-04-06 08:19:27;2023-04-06 09:04:00;0;100;2673;1;2023-04-06 09:04:01;R_3qwYwFMh6DEEasO;anonymous;EN;1;1;2;2;84;70;72;89;86;71;82;;;;;;;;70;87;78;93;363;;;;;;;;;;9.818;9.818;914.686;1;93;8;81;81;91;89;92;;;;;;;;7;86;93;29;3;1;1;it seemed really easy ;;;;;;;;;;;;;;;;;;;1;with answering questions ;2;;4;;44;1;;363;0;nothing
364;363;363;2023-04-06 08:45:24;2023-04-06 09:04:44;0;100;1159;1;2023-04-06 09:04:45;R_1LdSmmQKjXZ4cCd;anonymous;EN;1;1;2;2;0;59;0;47;86;0;0;;;;;;;;0;0;0;0;364;;;;;;;;;;33.247;38.894;600.546;2;20;19;95;70;97;73;72;;;;;;;;0;0;0;0;1;1;1;Yes, I leaned back in my chair and did not interact with anyone or anything. Closed my eyes and was left alone with my thoughts.;;;;;;;;;;;;;;;;;;;1;Chatbots are common customer service features for different companies (Geico car insurance, HelloFresh mealkits, etc);2;;2;;28;7;;364;0;nothing
365;364;364;2023-04-06 08:36:16;2023-04-06 09:05:08;0;100;1731;1;2023-04-06 09:05:08;R_1OUprdXuVoGSwK8;anonymous;EN;1;1;2;2;;;;;;;;50;60;50;60;55;50;60;55;50;50;50;365;1869-8042-1378-5148;;;;;;;;;;;;;;;;;;;;52;52;50;55;50;55;50;50;40;50;50;3;1;;;2;They typed awfully fast and didn't seem to quite understand what I was saying sometimes.;60;50;65;70;50;50;50;50;75;50;60;50;50;70;50;50;2;;1;;3;;37;3;;365;ai;another person
366;365;365;2023-04-06 08:42:49;2023-04-06 09:07:08;0;100;1458;1;2023-04-06 09:07:08;R_3L7kkPrKHo732V7;anonymous;EN;1;1;2;2;;;;;;;;79;25;77;50;50;74;76;0;62;50;31;366;7236-7064-1303-3639;;;;;;;;;;;;;;;;;;;;73;77;75;92;69;50;50;0;75;31;31;3;1;;;2;Immediate responses and not totally following my questions.;87;81;83;85;62;72;50;50;75;50;63;63;72;73;30;30;1;A lot of apps start with a chatbot for questions ;2;;3;;37;4;;366;ai;another person
367;366;366;2023-04-06 08:45:33;2023-04-06 09:08:44;0;100;1391;1;2023-04-06 09:08:45;R_1kHbiq7YVPS3ySx;anonymous;EN;1;1;2;2;;;;;;;;52;58;56;54;51;55;51;80;46;50;88;367;6131-5461-9798-3552;;;;;;;;;;;;;;;;;;;;91;92;82;89;85;90;94;37;41;41;38;3;1;;;1;It seemed too detailed to be a chatbot. chatbots usually are direct, boring, and simple/basic;77;83;90;82;62;80;47;95;83;45;84;80;74;74;71;89;2;;2;;4;;33;4;;367;ai;another person
368;367;367;2023-04-06 08:42:19;2023-04-06 09:10:30;0;100;1690;1;2023-04-06 09:10:33;R_33rJmdVUlzIeii0;anonymous;EN;1;1;2;2;;;;;;;;92;41;61;79;81;76;59;25;14;33;13;368;;4.767;871.995;876.937;26;F_QnuS4djva3GpTBT;youtube.png;1146172;image/png;;;;;;;;;;;;97;8;93;94;94;99;95;7;8;26;8;3;1;;;;;;;;;;;;;;;;;;;;;1;aol was the first and many for customer service purposes;2;;3;;35;4;;368;0;youtube
369;368;368;2023-04-06 08:50:09;2023-04-06 09:11:10;0;100;1261;1;2023-04-06 09:11:11;R_242hbtqAVtXj0zm;anonymous;EN;1;1;2;2;3;92;52;16;30;20;12;;;;;;;;48;45;30;53;369;;;;;;;;;;9.003;9.003;912.882;1;10;72;61;16;50;21;14;;;;;;;;29;42;31;40;2;1;1;I reached for my cell phone once when it went off but I put it back down before checking anything. I did some thinking and math about the prospect of a new job/salary. ;;;;;;;;;;;;;;;;;;;1;I have interacted with chatbots on a few different things. Usually a chat about looking at jobs or questions on a credit card to get you to the area you needed to be.;2;;3;;41;4;;369;0;nothing
370;369;369;2023-04-06 08:51:25;2023-04-06 09:14:16;0;100;1370;1;2023-04-06 09:14:16;R_33g50oF8KS1Khha;anonymous;EN;1;1;2;2;;;;;;;;70;70;60;60;40;70;40;10;10;10;10;370;2188-0925-3942-9090;;;;;;;;;;;;;;;;;;;;90;30;80;82;86;98;80;0;0;0;0;3;1;;;2;Well, the program told me I was interacting with a chatbot right off- I guess I am the sort of person who naturally believes what they're told.;90;95;80;95;80;90;70;80;70;60;70;20;80;9;8;30;2;;2;;3;;36;4;;370;0;conversational AI companion
371;370;370;2023-04-06 08:55:40;2023-04-06 09:17:36;0;100;1315;1;2023-04-06 09:17:36;R_0e0cfpg6eo0uRJT;anonymous;EN;1;1;2;2;;;;;;;;80;30;81;78;50;85;79;0;0;0;0;371;3165-8172-7455-2930;;;;;;;;;;;;;;;;;;;;50;50;53;50;7;58;33;0;0;0;0;3;1;;;2;The questions/comments back to me where not how a normal person in chat would position a question and the they repeated things when they didn't need repeated. Also, answered a question they asked me with out me asking them. That was odd.;8;2;0;18;50;0;100;0;87;65;0;100;0;97;93;11;1;During a chat session when buying something from Amazon or fixing a bill;2;;3;;39;4;;371;ai;another person
372;371;371;2023-04-06 08:28:30;2023-04-06 09:19:11;0;100;3040;1;2023-04-06 09:19:13;R_3HLATcvivPpae2l;anonymous;EN;1;1;2;2;;;;;;;;81;20;92;81;81;71;61;0;0;9;0;372;;259.629;362.033;1264.626;4;F_3nC2O1E4khhx0kR;Screenshot (8).png;663740;image/png;;;;;;;;;;;;92;9;91;71;82;91;71;0;0;3;0;3;1;;;;;;;;;;;;;;;;;;;;;1;on brand websites to ask a question;1;;3;;66;1;;372;0;youtube
373;372;372;2023-04-06 09:18:20;2023-04-06 09:19:33;0;100;72;1;2023-04-06 09:19:33;R_3fqxjeeQVjXSGAo;anonymous;EN;1;1;2;1;;;;;;;;;;;;;;;;;;;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;373;0;youtube
374;373;373;2023-04-06 08:59:17;2023-04-06 09:23:44;0;100;1467;1;2023-04-06 09:23:46;R_3pgzdvglxOFTaOM;anonymous;EN;1;1;2;2;;;;;;;;60;50;70;60;60;70;50;0;0;0;0;374;;42.225;762.766;1102.41;11;F_yxXuGc1Cidc91xD;Capture.JPG;46985;image/jpeg;;;;;;;;;;;;70;40;75;70;70;70;60;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;1;I have gone on ChatGPT;1;;4;;33;2;;374;0;youtube
375;374;374;2023-04-06 09:02:48;2023-04-06 09:24:27;0;100;1299;1;2023-04-06 09:24:28;R_2vYD4vE13orPjsm;anonymous;EN;1;1;2;2;41;50;17;20;50;29;30;;;;;;;;70;76;61;81;375;;;;;;;;;;12.458;12.458;914.665;1;29;38;15;11;50;25;26;;;;;;;;66;71;78;81;2;1;1;I pretty much stared off into space.;;;;;;;;;;;;;;;;;;;1;I have on other hits.;2;;3;;44;4;;375;0;nothing
376;375;375;2023-04-06 09:07:13;2023-04-06 09:30:03;0;100;1369;1;2023-04-06 09:30:03;R_sZinsLOaUnE5fs5;anonymous;EN;1;1;2;2;;;;;;;;51;50;47;44;24;45;45;72;76;78;87;376;1544-8237-3873-3309;;;;;;;;;;;;;;;;;;;;73;50;59;50;50;63;50;67;70;71;70;3;1;;;2;The responses were reasonably realistic but not 100% humanlike.;67;53;69;64;73;63;40;65;54;25;53;33;58;56;40;33;1;Lots of businesses like banks use chatbots instead of or prior to being able to chat with a real customer service agent.;1;;3;;51;4;;376;ai;another person
377;376;376;2023-04-06 09:06:27;2023-04-06 09:30:51;0;100;1463;1;2023-04-06 09:30:52;R_3luF9yyiCqVvOcr;anonymous;EN;1;1;2;2;;;;;;;;41;34;67;18;30;38;31;7;5;28;0;377;2266-8735-1180-7297;;;;;;;;;;;;;;;;;;;;5;68;30;4;50;70;12;4;2;18;0;3;1;;;2;It just kept repeating and going on and on about the same topic until I changed the topic, and then it went from there. ;5;20;40;48;64;58;91;40;57;8;5;66;4;15;11;2;2;;2;;3;;56;1;;377;0;conversational AI companion
378;377;377;2023-04-06 09:09:30;2023-04-06 09:31:42;0;100;1331;1;2023-04-06 09:31:42;R_1dv2BTuU3mAYtYC;anonymous;EN;1;1;2;2;;;;;;;;75;50;90;70;50;90;60;40;30;30;30;378;0114-3558-1865-0689;;;;;;;;;;;;;;;;;;;;100;30;100;100;80;100;90;15;15;10;10;2;1;;;2;Their responses were rather quick, and seemed a bit forced at times. However, they were extremely realistic in comparison to other chatbots I've conversed with over the years.;80;80;90;90;50;80;60;100;50;20;20;25;75;25;25;80;1;I've interacted with ChatGPT and attained a subscription to have access to GPT-4 as well.;1;;3;;24;4;;378;0;conversational AI companion
379;378;378;2023-04-06 09:09:58;2023-04-06 09:32:57;0;100;1378;1;2023-04-06 09:32:58;R_2q9jP1Co2SBgZyZ;anonymous;EN;1;1;2;2;;;;;;;;100;0;100;100;100;100;100;13;7;18;9;379;;36.328;36.328;737.461;1;F_pDEulol4vEG2jwB;Screenshot 2023-04-06 092836.png;59850;image/png;;;;;;;;;;;;100;0;100;100;100;100;100;4;10;14;9;2;1;;;;;;;;;;;;;;;;;;;;;1;I have interacted with LaMDA and ChatGPT;2;;3;;24;1;;379;0;youtube
380;379;379;2023-04-06 09:16:41;2023-04-06 09:36:46;0;100;1204;1;2023-04-06 09:36:46;R_s5LDbL79bo8sEcp;anonymous;EN;1;1;2;2;37;31;61;68;63;60;62;;;;;;;;15;35;30;13;380;;;;;;;;;;18.932;18.932;920.753;1;37;50;62;60;61;22;38;;;;;;;;7;24;30;13;3;1;1;The first 2.5 minutes were difficult. I kept wanting to touch my phone or computer or anything. After about the 2.5 minute mark, it got much easier. I found it better to close my eyes and not look at all the distractions.;;;;;;;;;;;;;;;;;;;1;Just regular customer service chatbots and some discord ones too;1;;5;;35;4;;380;0;nothing
381;380;380;2023-04-06 09:12:58;2023-04-06 09:36:52;0;100;1434;1;2023-04-06 09:36:53;R_1mzzf7hkKzEmEm9;anonymous;EN;1;1;2;2;;;;;;;;50;40;50;60;72;71;60;0;0;0;0;381;3293-2163-3157-7377;;;;;;;;;;;;;;;;;;;;100;9;100;100;100;92;82;0;0;0;0;3;1;;;2;There was some mis spelling of words (not much but a little) and it was very polite;71;81;80;84;64;81;11;100;60;40;70;40;70;60;10;60;1;Several companies I deal with use chatbots;1;;3;;67;4;;381;0;conversational AI companion
382;381;381;2023-04-06 09:37:44;2023-04-06 09:38:28;0;100;44;1;2023-04-06 09:38:29;R_1rNVcXRvspabPSP;anonymous;EN;1;2;;;;;;;;;;;;;;;;;;;;;382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382;;
383;382;382;2023-04-06 09:21:07;2023-04-06 09:40:02;0;100;1134;1;2023-04-06 09:40:02;R_RlQUvU6PbCdhj1L;anonymous;EN;1;1;2;2;11;23;32;21;20;22;22;;;;;;;;58;62;74;73;383;;;;;;;;;;14.993;914.666;920.006;5;12;69;20;34;34;20;9;;;;;;;;71;71;75;75;2;1;1;I just treated it like a meditation and did nothing;;;;;;;;;;;;;;;;;;;1;Other surveys;2;;3;;31;4;;383;0;nothing
384;383;383;2023-04-06 09:40:27;2023-04-06 09:40:57;0;100;29;1;2023-04-06 09:40:57;R_WlmBRsllevkNhL3;anonymous;EN;1;1;2;1;;;;;;;;;;;;;;;;;;;384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;384;ai;another person
385;384;384;2023-04-06 09:19:42;2023-04-06 09:40:59;0;100;1276;1;2023-04-06 09:40:59;R_2EGCImG3xO1iTGm;anonymous;EN;1;1;2;2;22;50;64;50;50;61;19;;;;;;;;6;2;50;25;385;;;;;;;;;;15.075;16.354;885.837;2;30;50;50;29;16;61;29;;;;;;;;8;11;29;16;3;1;1;I just sat on the couch and did not interact with anything until the timer was up.;;;;;;;;;;;;;;;;;;;1;I have used customer service chatbots on various sites as well as chatgpt.;1;;3;;43;1;;385;0;nothing
386;385;385;2023-04-06 09:19:28;2023-04-06 09:41:48;0;100;1340;1;2023-04-06 09:41:49;R_e9chCmJxe00tokN;anonymous;EN;1;1;2;2;;;;;;;;11;81;4;6;10;6;30;99;99;97;92;386;4470-5400-8876-0972;;;;;;;;;;;;;;;;;;;;9;92;13;16;9;29;15;99;99;99;100;2;1;;;1;"I thought i was interacting with a human because she answered questions and gave advice very thoroughly and it felt like i was talking to another human especially when ""Jessie"" mentioned that she does a lot of artwork.  ";17;10;7;6;51;33;63;29;98;100;92;93;12;87;93;12;2;;1;;4;;42;5;;386;ai;another person
387;386;386;2023-04-06 09:21:11;2023-04-06 09:43:42;0;100;1350;1;2023-04-06 09:43:43;R_vPnRmiOYuYulJeN;anonymous;EN;1;1;2;2;;;;;;;;79;30;83;75;41;89;75;100;93;95;100;387;9359-8354-8228-7388;;;;;;;;;;;;;;;;;;;;83;87;88;93;82;89;83;89;81;89;94;3;1;;;2;it felt like a human, but there was no punctiation in the middle of the chat, only at the end, whether it was a period, exclamation point, or question mark. That's what gave it away for me.;79;89;91;85;32;63;26;85;33;31;54;23;68;59;68;57;2;;1;;3;;51;4;;387;0;conversational AI companion
388;387;387;2023-04-06 09:16:34;2023-04-06 09:45:00;0;100;1706;1;2023-04-06 09:45:01;R_R4tNb8tifNbT1bX;anonymous;EN;1;1;2;2;;;;;;;;60;36;59;63;57;63;58;82;65;70;57;388;7429-8564-4291-4429;;;;;;;;;;;;;;;;;;;;62;24;58;90;88;65;78;66;62;67;57;2;1;;;2;well it warned me that it would be AI. It also came up with the responses pretty fast.;82;80;73;83;41;69;38;80;65;25;41;34;61;37;35;64;1;there was an app i downloaded (i forget the name) and tried out the free trial but didn't want to pay for the extra level;2;;3;;37;4;;388;0;conversational AI companion
389;388;388;2023-04-06 09:28:14;2023-04-06 09:52:02;0;100;1427;1;2023-04-06 09:52:04;R_31TNx0vbuYWxOks;anonymous;EN;1;1;2;2;;;;;;;;86;50;62;70;50;70;50;0;60;60;0;389;;132.689;132.689;549.141;1;F_2y1NwJDlrNXGDOg;Screenshot (2).png;236223;image/png;;;;;;;;;;;;100;50;67;86;50;81;80;0;60;62;0;3;1;;;;;;;;;;;;;;;;;;;;;1;I've interacted with a chatbot on a company careers section before, it was highly annoying to try and do so! I just wanted to talk to a human!;2;;3;;39;3;;389;0;youtube
390;389;389;2023-04-06 09:26:06;2023-04-06 09:53:35;0;100;1648;1;2023-04-06 09:53:36;R_2xSs5J2Rf8lG70t;anonymous;EN;1;1;2;2;;;;;;;;50;10;50;85;50;75;95;70;60;60;60;390;5590-5506-6145-4031;;;;;;;;;;;;;;;;;;;;60;9;75;85;50;95;90;40;40;30;25;2;1;;;2;The responses were immediate with no time to contemplate a reply.;60;35;55;55;90;5;75;55;100;70;100;75;5;100;60;10;1;In previous surveys. ;2;;3;;64;3;;390;ai;another person
391;390;390;2023-04-06 09:36:59;2023-04-06 09:54:23;0;100;1043;1;2023-04-06 09:54:23;R_3h0zhNT13otG9UT;anonymous;EN;1;1;2;2;59;6;6;72;76;5;74;;;;;;;;0;30;66;0;391;;;;;;;;;;8.798;8.798;910.733;1;68;10;3;62;74;9;60;;;;;;;;0;25;39;3;2;1;1;i just sat still and meditated for 15 minutes. hopefully meditation wasn't against the rules lol;;;;;;;;;;;;;;;;;;;1;customer service chatbots come to mind ;4;none;3;;29;3;;391;0;nothing
392;391;391;2023-04-06 09:32:35;2023-04-06 09:55:52;0;100;1397;1;2023-04-06 09:55:53;R_At9oyRqqe7wSPUR;anonymous;EN;1;1;2;2;51;50;60;60;50;30;50;;;;;;;;20;0;50;0;392;;;;;;;;;;33.813;33.813;946.663;1;70;50;70;100;70;100;50;;;;;;;;0;0;20;0;3;1;1;I followed the instructions and did not engage in anything.;;;;;;;;;;;;;;;;;;;2;;1;;1;;50;4;;392;0;nothing
393;392;392;2023-04-06 09:35:01;2023-04-06 09:56:17;0;100;1275;1;2023-04-06 09:56:17;R_DcUUFytHnUYJdjr;anonymous;EN;1;1;2;2;;;;;;;;53;25;59;51;14;58;55;24;20;47;45;393;5753-7528-8465-6318;;;;;;;;;;;;;;;;;;;;77;22;67;74;68;67;68;35;27;20;21;3;1;;;2;The answers felt too quick to be a human.;80;73;71;74;18;81;29;92;15;2;14;0;68;19;6;51;2;;1;;3;;49;4;;393;ai;another person
394;393;393;2023-04-06 09:22:49;2023-04-06 09:58:29;0;100;2139;1;2023-04-06 09:58:29;R_yZMLYV0BqKrr8Cl;anonymous;EN;1;1;2;2;;;;;;;;75;50;100;70;50;85;50;3;3;0;3;394;5107-8887-0663-9212;;;;;;;;;;;;;;;;;;;;80;50;100;70;60;100;50;3;3;0;3;2;1;;;2;The strength of it's ability to understand the continuity of the conversation was what I would deem excellent, but there were certain factors of conversational priority, insistent prompting, and occasional repetition that gave away gaps in its complexity as well a portion of the strategies to cover those gaps.;100;100;85;100;30;100;15;93;60;50;90;1;100;99;60;90;1;I actually interacted with a story telling chatbot that blended the listeners inputs into the narrative. It was prone to forgetting key details of the story as it developed, resulting in a plot by a well meaning soldier to assassinate his own leader to aid his own side in a war.;1;;1;;37;3;;394;0;conversational AI companion
395;394;394;2023-04-06 09:38:34;2023-04-06 09:58:38;0;100;1203;1;2023-04-06 09:58:38;R_1in9VWGFScDiw1h;anonymous;EN;1;1;2;2;;;;;;;;27;69;20;24;30;24;23;63;61;61;68;395;0992-2513-5863-4177;;;;;;;;;;;;;;;;;;;;59;38;60;68;55;54;56;28;28;27;27;2;1;;;2;I was specifically told that it was an AI chatbot.;51;57;57;70;40;59;54;54;38;39;54;61;57;43;43;54;1;Tried ChatGPT before;1;;2;;32;6;;395;0;conversational AI companion
396;395;395;2023-04-06 09:38:46;2023-04-06 09:58:37;0;100;1191;1;2023-04-06 09:58:39;R_xt4cBamsiqDTIfT;anonymous;EN;1;1;2;2;;;;;;;;39;46;21;50;50;50;40;34;32;50;50;396;;44.986;44.986;619.799;1;F_2c6qNEIXyohr02V;Screen Shot 2023-04-06 at 10.57.16 AM.png;103487;image/png;;;;;;;;;;;;57;42;56;58;50;56;54;45;49;44;44;1;1;;;;;;;;;;;;;;;;;;;;;2;;2;;3;;22;4;;396;0;youtube
397;396;396;2023-04-06 09:21:37;2023-04-06 09:58:40;0;100;2223;1;2023-04-06 09:58:42;R_32QIkwST839s0jV;anonymous;EN;1;1;2;2;;;;;;;;83;7;83;92;87;96;86;0;0;17;29;397;;127.075;1274.438;1275.545;3;F_3PgXEA6wMCli6dH;YT History.PNG;121478;image/png;;;;;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;1;I have done other studies on mTurk that used chatbots and I have interacted with chatbots on other websites when asking for help.;1;;2;;48;4;;397;0;youtube
398;397;397;2023-04-06 09:32:45;2023-04-06 10:01:17;0;100;1712;1;2023-04-06 10:01:18;R_3rJ83kplhjJaGzs;anonymous;EN;1;1;2;2;69;71;26;26;70;71;30;;;;;;;;0;8;13;0;398;;;;;;;;;;51.511;52.637;1052.796;2;30;79;21;74;30;24;24;;;;;;;;0;19;74;10;2;1;1;I took the 15 minutes to sit quietly in my room. I closed my eyes and meditated for a few minutes.;;;;;;;;;;;;;;;;;;;2;;1;;3;;39;5;;398;0;nothing
399;398;398;2023-04-06 09:38:55;2023-04-06 10:03:06;0;100;1450;1;2023-04-06 10:03:07;R_25HL6Lqhsm1XTd3;anonymous;EN;1;1;2;2;;;;;;;;62;29;57;61;51;61;63;23;25;25;17;399;7487-2495-6507-7219;;;;;;;;;;;;;;;;;;;;66;36;60;64;57;60;64;13;7;10;6;2;1;;;2;at first, I thought it was a person. however I found it weird that it didn't seem like I had a way to ask them questions about themselves it still felt like a very one sided conversation where I was being interrogated ;65;66;58;69;33;62;61;68;63;24;37;59;63;33;62;61;1;if I remember correctly, I've participated in other studies with chat bots ;2;;4;;27;5;;399;ai;another person
400;399;399;2023-04-06 09:41:26;2023-04-06 10:03:52;0;100;1346;1;2023-04-06 10:03:53;R_10uBGELp7cVaZcp;anonymous;EN;1;1;2;2;;;;;;;;80;50;80;50;50;80;30;100;60;100;100;400;;30.951;164.168;582.378;3;F_szMcgZQ6UOaZD5T;26ksHa.png;50463;image/png;;;;;;;;;;;;80;60;80;80;50;80;50;100;60;100;100;3;1;;;;;;;;;;;;;;;;;;;;;2;;1;;3;;33;4;;400;0;youtube
401;400;400;2023-04-06 09:41:05;2023-04-06 10:05:43;0;100;1477;1;2023-04-06 10:05:43;R_3KTNe5oxqO7imZ6;anonymous;EN;1;1;2;2;;;;;;;;55;30;50;60;50;20;40;90;70;90;80;401;9662-7699-0803-5505;;;;;;;;;;;;;;;;;;;;75;40;60;70;60;60;50;80;75;90;85;3;1;;;2;At first I thought it might be a real person, because after their first message they quit using capitalization (like I did). After a couple more messages it was clear it was a bot, especially after asking about a television show.;55;55;65;45;90;30;80;85;100;35;100;15;5;90;100;40;1;I've interacted with a chatbot maybe 10 years ago or more, I can't remember when and I can't remember what I spoke to it about.;1;;3;;36;3;;401;0;conversational AI companion
402;401;401;2023-04-06 09:44:06;2023-04-06 10:05:51;0;100;1305;1;2023-04-06 10:05:52;R_10u3Q8s8qIyf4tT;anonymous;EN;1;1;2;2;;;;;;;;61;30;73;60;83;29;60;23;24;25;27;402;2049-4915-3269-9264;;;;;;;;;;;;;;;;;;;;38;51;60;60;60;40;62;20;20;17;20;3;1;;;2;the chatbot had the same sentence structure the entire conversation and asked me very similar questions repeatedly;61;62;58;58;24;33;53;56;62;33;37;39;36;57;40;55;2;;2;;4;;27;4;;402;0;conversational AI companion
403;402;402;2023-04-06 09:44:31;2023-04-06 10:05:52;0;100;1280;1;2023-04-06 10:05:52;R_1FPu5DYWxkJ3hXW;anonymous;EN;1;1;2;2;;;;;;;;40;50;70;58;35;57;60;27;69;68;57;403;2374-5676-9291-9249;;;;;;;;;;;;;;;;;;;;57;50;54;71;56;44;56;25;67;67;61;3;1;;;2;there were one or two instances where the responses didn't make sense with what I had said;55;44;63;63;50;58;80;69;50;68;62;50;42;64;55;46;2;;2;;3;;29;6;;403;ai;another person
404;403;403;2023-04-06 09:41:00;2023-04-06 10:08:56;0;100;1676;1;2023-04-06 10:08:58;R_2wmj7jiki82ZnrS;anonymous;EN;1;1;2;2;;;;;;;;61;50;50;50;50;62;50;71;20;19;20;404;;38.949;973.637;975.839;3;F_3qyTfAeSNiQ0vt2;mturk youtube.docx;178227;application/vnd.openxmlformats-officedocument.wordprocessingml.document;;;;;;;;;;;;72;50;71;71;50;72;50;72;20;20;19;2;1;;;;;;;;;;;;;;;;;;;;;2;;2;;3;;53;3;;404;0;youtube
405;404;404;2023-04-06 09:39:53;2023-04-06 10:09:13;0;100;1759;1;2023-04-06 10:09:14;R_28Uw9ndibLY7h4n;anonymous;EN;1;1;2;2;52;60;10;56;62;25;34;;;;;;;;1;15;11;0;405;;;;;;;;;;13.885;13.885;1428.118;1;10;45;25;12;28;32;29;;;;;;;;4;14;0;0;2;1;1;I didn't do anything;;;;;;;;;;;;;;;;;;;2;;2;;3;;23;4;;405;0;nothing
406;405;405;2023-04-06 09:46:47;2023-04-06 10:11:41;0;100;1493;1;2023-04-06 10:11:41;R_1l3jRmItmNNE9I6;anonymous;EN;1;1;2;2;10;32;50;2;53;51;21;;;;;;;;0;1;0;0;406;;;;;;;;;;22.242;888.643;928.366;2;50;46;55;7;56;58;16;;;;;;;;0;0;0;0;3;1;1;I’m sitting on my patio just looking over the pond. Was no problem doing nothing for 15 minutes. I often just sit here in the sun and enjoy the solitude and let my mind wander and relax;;;;;;;;;;;;;;;;;;;2;;1;;5;;78;4;;406;0;nothing
407;406;406;2023-04-06 09:49:50;2023-04-06 10:15:25;0;100;1534;1;2023-04-06 10:15:25;R_3NWhGDgAFUVqNTh;anonymous;EN;1;1;2;2;;;;;;;;69;50;68;50;50;69;50;73;70;71;69;407;5025-0102-6501-0251;;;;;;;;;;;;;;;;;;;;72;29;92;72;83;100;73;80;80;81;81;3;1;;;2;I was told I was interacting with a chat bot so I believed and trusted you.;82;81;93;91;9;50;62;89;51;9;10;8;90;9;10;50;1;My Alexa app and Echo Dot. ;2;;3;;69;2;;407;0;conversational AI companion
408;407;407;2023-04-06 09:54:25;2023-04-06 10:17:52;0;100;1406;1;2023-04-06 10:17:53;R_3ez8lQrx2U4qDZY;anonymous;EN;1;1;2;2;50;0;50;95;50;94;95;;;;;;;;0;0;0;0;408;;;;;;;;;;19.194;19.194;923.519;1;90;0;95;95;100;95;95;;;;;;;;0;0;0;0;2;1;1;I just closed my eyes a laid back at my desk chair until few minutes left on the timer.;;;;;;;;;;;;;;;;;;;2;;1;;1;;43;4;;408;0;nothing
