"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","lonely_before_1","lonely_before_2","lonely_before_3","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","heard_1_1","heard_2_1","heard_3_1","perf_1_1","perf_2_1","perf_3_1","perf_4_1","perf_5_1","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition"
"2024-05-16 13:16:00","2024-05-16 13:33:55","0",668,"100","1075","1","2024-05-16 13:33:56","R_3IF2lcdRnqPQQHz","","","","",610,610,"anonymous","EN","1","2","2",636,"31","31","31","5451-7658-4332-9955","26","23","23","84","81","80","100","100","100","100","100","1","1","2","","2","","3","","33","4","","79","EF94B2C002CC4A3FB3E76011B385A750","regular"
"2024-05-16 13:16:53","2024-05-16 13:33:58","0",669,"100","1025","1","2024-05-16 13:33:59","R_1nQdQo81BPwBrMZ","","","","",611,611,"anonymous","EN","1","2","2",637,"79","18","34","3203-0516-3168-9405","15","0","22","77","66","59","70","69","70","55","71","1","1","1","Because im lonely","1","","2","","25","5","","55","E92FD3125DCF4F2B8EAF35F7714B3025","regular"
"2024-05-16 13:10:59","2024-05-16 13:34:15","0",670,"100","1396","1","2024-05-16 13:34:15","R_1hsenxStnYlVbxf","","","","",612,612,"anonymous","EN","1","2","2",638,"68","10","50","4815-8275-2798-6729","16","17","75","8","55","32","62","84","85","83","78","1","1","1","Mainly just to get some different ideas on how to work certain things. I'm trying to get wrapped. up on a piece of paper, sent the clients.","1","","3","","46","3","","25","EFC945DEE7124AEBB5DA95ED35A3995A","generalist_ai_v3"
"2024-05-16 13:11:15","2024-05-16 13:34:16","0",671,"100","1381","1","2024-05-16 13:34:17","R_5gZBjidLWKq398O","","","","",613,613,"anonymous","EN","1","2","2",639,"68","50","50","5764-8525-8049-1330","69","50","64","0","0","0","100","79","80","0","0","1","1","1","therapy","4","non binary","3","","26","4","","100","5FE966006AB04985854AE24200956D7B","rudimentary"
"2024-05-16 13:33:58","2024-05-16 13:34:23","0",672,"100","24","1","2024-05-16 13:34:23","R_2CwjqbQm086HcCl","","","","",614,614,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","26C7C9959CB64499AB3BB264F3E28AA1",""
"2024-05-16 13:05:32","2024-05-16 13:34:35","0",673,"100","1742","1","2024-05-16 13:34:35","R_3FgGzphPygqa7qZ","","","","",615,615,"anonymous","EN","1","2","2",640,"54","22","55","6654-8292-2440-9122","55","19","55","0","0","1","100","100","50","95","3","1","1","1","Just to see what it was like. Curiosity, not a need.","1","","3","","41","6","","80","014D56FF1B0E4BDB95CF8C2996DD3530","rudimentary"
"2024-05-16 13:15:04","2024-05-16 13:34:44","0",674,"100","1179","1","2024-05-16 13:34:45","R_1FqZ0SMMrJjN1Rp","","","","",338,369,"anonymous","EN","1","2","2",641,"39","32","60","9480-6313-8806-9460","37","38","42","0","0","0","100","68","40","64","0","1","1","2","","2","","3","","27","3","","42","4B995FA4ED06444E96976725B80DBEF5","rudimentary"
"2024-05-16 13:18:02","2024-05-16 13:35:42","0",675,"100","1059","1","2024-05-16 13:35:42","R_7ITdkHPQirqaAzF","","","","",616,616,"anonymous","EN","1","2","2",642,"0","0","0","2887-8588-0247-5202","0","0","0","0","0","29","100","32","85","27","32","1","1","2","","1","","2","","41","1","","28","E4400F1D56A447E6805958D33387FE19","rudimentary"
"2024-05-16 12:57:50","2024-05-16 13:35:48","0",676,"100","2277","1","2024-05-16 13:35:48","R_1Pom24pcTctjfNx","","","","",617,617,"anonymous","EN","1","2","2",643,"74","69","68","4744-3904-3845-8063","75","73","76","0","0","0","90","79","77","87","92","1","1","1","I just wanted to test it because people won't shut up about AI","1","","1","","34","3","","77","611D484654AC4E27A205859BDED8AC9D","rudimentary"
"2024-05-16 13:16:23","2024-05-16 13:35:49","0",677,"100","1165","1","2024-05-16 13:35:49","R_5PaQciiGx5koa4x","","","","",618,618,"anonymous","EN","1","2","2",644,"60","60","60","3166-2304-7547-2357","60","60","60","0","40","30","100","70","70","60","50","1","1","1","bored","2","","3","","32","4","","30","4D4661DC539C413DA1EE4222A506D225","generalist_ai_v3"
"2024-05-16 13:17:00","2024-05-16 13:36:10","0",678,"100","1150","1","2024-05-16 13:36:11","R_3nf4qCo9A7p0Eq2","","","","",619,619,"anonymous","EN","1","2","2",645,"74","42","49","3456-9713-4856-0832","75","44","49","0","0","0","35","70","0","20","0","1","1","1","Various reasons, from help answering questions about health to needing an outlet for venting frustrations.","2","","5","","37","4","","37","B98E88522EAB4C4ABA1CB7B727104B82","rudimentary"
"2024-05-16 13:13:26","2024-05-16 13:36:15","0",679,"100","1368","1","2024-05-16 13:36:16","R_5rNy7szOILhS8TZ","","","","",620,620,"anonymous","EN","1","2","2",646,"33","23","25","2354-0972-3716-0611","32","18","23","0","0","0","7","9","10","2","0","1","1","1","To feel less lonely","1","","2","","35","4","","61","ECA07BECC1B14B0B95A6C2E038D88B62","rudimentary"
"2024-05-16 13:13:26","2024-05-16 13:36:17","0",680,"100","1371","1","2024-05-16 13:36:18","R_2pRDUSjLNKCpqZT","","","","",621,621,"anonymous","EN","1","2","2",647,"58","40","63","9716-5190-1681-4868","44","48","57","61","70","65","89","81","88","72","73","1","1","2","","1","","3","","35","3","","27","97E3FD8599FE4300A8843702653DA685","regular"
"2024-05-16 12:58:43","2024-05-16 13:36:20","0",681,"100","2256","1","2024-05-16 13:36:20","R_8CxXjQU7G6ACycR","","","","",622,622,"anonymous","EN","1","2","2",648,"50","0","0","5310-7820-8004-0498.","50","0","0","0","0","30","90","40","30","20","50","1","1","2","","2","","1","","37","5","","90","43CBBAAAF0554C66B02BAFB7FA8E1FA1","generalist_ai_v3"
"2024-05-16 13:17:14","2024-05-16 13:36:30","0",682,"100","1155","1","2024-05-16 13:36:31","R_8Xbtppp9SRZwgzZ","","","","",623,623,"anonymous","EN","1","2","2",649,"90","50","50","4925-2126-6599-6438","90","50","50","0","0","0","100","50","90","50","50","1","1","1","Curiosity and learning.","2","","3","","49","4","","50","74B1F894FE6B46679D47924AB2CD5C2A","generalist_ai_v3"
"2024-05-16 13:16:02","2024-05-16 13:36:47","0",562,"100","1245","1","2024-05-16 13:36:48","R_1fjXU6hlud3zTAH","","","","",515,515,"anonymous","EN","1","2","2",650,"59","50","50","6754-1609-5623-3394","58","50","50","0","0","1","100","100","73","94","0","1","1","1","I asked it to interpret a blood test for Lyme disease and found out that although I did not currently have lime I had had it previously because I had antibodies for it. It was amazing","1","","3","","71","5","","71","124E3AA26CD240369E634B903D6D3088","rudimentary"
"2024-05-16 13:18:47","2024-05-16 13:36:59","0",683,"100","1092","1","2024-05-16 13:37:00","R_3dFH9MrNAcHx914","","","","",329,329,"anonymous","EN","1","2","2",651,"100","100","100","5877-5682-5370-2516","100","100","100","50","50","60","30","70","60","80","0","1","1","1","To make life easier and help with mundane tasks.","1","","3","","29","1","","100","CA76C8F94E714A7AA0818BE230A420ED","regular"
"2024-05-16 13:07:40","2024-05-16 13:37:04","0",684,"100","1763","1","2024-05-16 13:37:05","R_1PslB3b30PuhviN","","","","",624,624,"anonymous","EN","1","2","2",652,"23","12","26","3980-1182-6144-9562","38","31","40","65","73","63","71","73","85","65","76","1","1","1","i was bored","2","","3","","30","5","","63","4F91CC3D1FE648AF918C8D69DA36733C","rudimentary"
"2024-05-16 13:17:51","2024-05-16 13:37:18","0",685,"100","1167","1","2024-05-16 13:37:19","R_3fATSm14Lmv6Wga","","","","",625,625,"anonymous","EN","1","2","2",653,"70","70","70","4617-9983-0301-2373","70","70","70","0","0","0","90","90","90","20","80","1","1","1","Assistant-esque tasks, daily help.","1","","3","","22","3","","80","667152EF17024582A469C49D9E7D09C3","generalist_ai_v3"
"2024-05-16 13:36:48","2024-05-16 13:37:19","0",686,"100","31","1","2024-05-16 13:37:20","R_7r2Md1u5UvFZBc8","","","","",626,626,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","9DCD3471B8F743EFB60B588EC4709831",""
"2024-05-16 13:01:52","2024-05-16 13:37:28","0",421,"100","2135","1","2024-05-16 13:37:28","R_1QyCbS91jp1690j","","","","",393,393,"anonymous","EN","1","2","2",654,"33","55","38","2472-2444-3481-5383","32","50","29","36","28","58","93","85","75","65","28","3","1","1","I like chatgpt it is really good and helps me with a lot of things","2","","3","","49","1","","93","B742DBBFBB5B4643AD02DE74302A9B03","generalist_ai_v3"
"2024-05-16 13:18:04","2024-05-16 13:37:32","0",687,"100","1168","1","2024-05-16 13:37:33","R_1y7nxP9tUJJo7l5","","","","",627,627,"anonymous","EN","1","2","2",655,"0","0","0","7360-2938-7507-1134","0","0","0","4","0","0","100","100","100","100","50","1","1","2","","2","","3","","68","4","","10","24D8A43E913A4B9D921B5F9234706131","generalist_ai_v3"
"2024-05-16 13:14:32","2024-05-16 13:37:45","0",688,"100","1393","1","2024-05-16 13:37:46","R_74cHoLE7aphnOPU","","","","",628,628,"anonymous","EN","1","2","2",656,"25","55","80","3988-5461-4398-4023","20","40","80","55","70","61","100","90","85","91","70","1","1","1","I dont know if ChatGPT counts, but I use it to help me communicate with my clients. Either by changing the tone of my message, or helping me find just the right phrase.","2","","5","","38","3","","92","74467364B23944A8B7FE86658CE5186E","regular"
"2024-05-16 13:12:28","2024-05-16 13:37:46","0",689,"100","1518","1","2024-05-16 13:37:47","R_5bZYQtiMcVOG13j","","","","",629,629,"anonymous","EN","1","2","2",657,"100","75","100","7707-2020-0542-3408","100","75","95","0","0","0","100","100","0","75","85","1","1","1","I have used AI apps before to complete different studies, but I have never used one for my own personal activities.","2","","3","","44","3","","85","02CEBEAAAAA84A6D857B781A50FF044F","generalist_ai_v3"
"2024-05-16 13:19:28","2024-05-16 13:38:17","0",690,"100","1129","1","2024-05-16 13:38:18","R_5zkdbOGvc5QgsiT","","","","",630,630,"anonymous","EN","1","2","2",658,"60","0","25","1982-3661-4596-6197","30","30","50","20","0","0","80","70","50","50","50","1","1","2","","2","","3","","35","4","","30","1549F0ABA7A0423B8F35E516865C1BC5","generalist_ai_v3"
"2024-05-16 12:51:10","2024-05-16 13:38:19","0",691,"100","2829","1","2024-05-16 13:38:20","R_3YxktXJpAqOmH0l","","","","",631,631,"anonymous","EN","1","2","2",659,"29","11","11","8153-4082-5250-4525","20","12","18","1","10","10","71","68","77","61","94","1","1","1","i have used it to generate text and images","1","","3","","26","3","","5","14406584249849B0A252853BABDE8969","rudimentary"
"2024-05-16 13:15:25","2024-05-16 13:38:38","0",692,"100","1393","1","2024-05-16 13:38:39","R_1H8eaihBuLIFVJv","","","","",632,632,"anonymous","EN","1","2","2",660,"50","10","25","7504-5007-6172-0209","50","10","20","0","0","0","100","100","75","75","50","1","1","1","It was something new and I wanted to give it a try. I was curious to see why kinds of responses it gave. ","2","","1","","50","3","","50","95EF3E805EAD455C8B2C147CEDE94745","generalist_ai_v3"
"2024-05-16 12:47:16","2024-05-16 13:38:48","0",693,"100","3091","1","2024-05-16 13:38:48","R_5J1JbMdsNJhE54e","","","","",633,633,"anonymous","EN","1","2","2",661,"3","3","4","6046-4189-7141-2409","7","4","9","0","4","5","61","64","28","0","4","1","1","1","I have used ChatGPT to generate customer responses and creative ideas. Maybe I did not understand this question. ","1","","3","","41","5","","74","106A4BC8C3D54834A2DF3C58110D3175","rudimentary"
"2024-05-16 13:19:12","2024-05-16 13:38:56","0",694,"100","1183","1","2024-05-16 13:38:56","R_51hTK3x87TSghQ7","","","","",96,96,"anonymous","EN","1","2","2",662,"0","0","0","8550-3000-0913-1743","0","0","0","0","0","0","93","89","20","0","0","1","1","1","Just trying it out","1","","6","American","43","4","","72","616AF56E726A4531A45234B0AC750A68","rudimentary"
"2024-05-16 13:21:09","2024-05-16 13:39:24","0",695,"100","1094","1","2024-05-16 13:39:25","R_1936cOOzI1Wrg0p","","","","",634,634,"anonymous","EN","1","2","2",663,"50","16","10","6103-4292-9242-4525","50","6","5","0","0","0","80","65","0","0","0","1","1","1","for other surveys","2","","3","","38","3","","33","6F8CA1FDA43B4C5DAC8A31E6AB1FA7AF","rudimentary"
"2024-05-16 13:04:46","2024-05-16 13:39:25","0",696,"100","2078","1","2024-05-16 13:39:25","R_2EoVMP62dOgVfnx","","","","",635,635,"anonymous","EN","1","2","2",664,"68","60","70","2006-9219-8499-5852","54","55","65","70","66","72","62","66","62","62","59","3","1","1","Because I felt very happy","2","","3","","53","4","","75","7575F52613384629B721CACB16DD3E1C","generalist_ai_v3"
"2024-05-16 13:18:30","2024-05-16 13:39:28","0",697,"100","1257","1","2024-05-16 13:39:28","R_3V7EsIAxNiu4XXb","","","","",636,636,"anonymous","EN","1","2","2",665,"9","2","1","0727-3942-0227-2810","8","4","2","9","87","8","96","80","100","91","74","1","1","1","I was using it for fun","1","","3","","49","4","","60","A5011544B35548DB816CA9FAD40698D5","rudimentary"
"2024-05-16 13:08:07","2024-05-16 13:39:37","0",698,"100","1890","1","2024-05-16 13:39:38","R_7uq6QkeAW9xVsPo","","","","",423,423,"anonymous","EN","1","2","2",666,"100","99","100","3775-8846-1363-1019","99","100","100","0","0","0","50","50","100","65","50","1","1","1","I was curious about where technology was in regards to AI chat. I also experience anxiety, depression, etc. and there are a few apps now that are aiming to help people via use of a similar chat bot.","2","","3","","31","1","","83","0F529642757B4606A66218234DB33233","generalist_ai_v3"
"2024-05-16 13:19:25","2024-05-16 13:39:51","0",699,"100","1225","1","2024-05-16 13:39:51","R_3jIH88E4hGhtR5m","","","","",124,124,"anonymous","EN","1","2","2",667,"60","60","55","6285-1602-4948-8342","70","60","62","0","0","0","80","70","70","10","90","1","1","2","","2","","3","","25","4","","10","D77F079AF006466992E29B38DB541F60","rudimentary"
"2024-05-16 13:22:13","2024-05-16 13:39:55","0",700,"100","1061","1","2024-05-16 13:39:55","R_7D5IFhnVjkzYljo","","","","",637,637,"anonymous","EN","1","2","2",668,"0","20","20","2748-6222-5956-4958","0","0","0","0","0","0","100","10","40","0","0","1","1","1","I've used them for work and to mess around with them","2","","5","","23","4","","30","69BB4E46FBA84DB391DD8AE2C090B89E","rudimentary"
"2024-05-16 13:17:37","2024-05-16 13:40:04","0",701,"100","1346","1","2024-05-16 13:40:05","R_3HJgYDtHfNGfEQ1","","","","",638,638,"anonymous","EN","1","2","2",669,"14","11","31","2498-3000-3536-0078","15","15","25","34","37","68","93","86","89","83","21","1","1","1","to test it","1","","3","","39","4","","67","442A496F82B142BD80021310AE144EA7","regular"
"2024-05-16 13:20:39","2024-05-16 13:40:10","0",702,"100","1171","1","2024-05-16 13:40:11","R_3QgTrwwuLnSSFGx","","","","",639,639,"anonymous","EN","1","2","2",670,"2","2","2","8324-7530-9675-3382","1","1","2","30","10","91","100","95","95","99","94","1","1","1","For work","2","","1","","36","4","","100","8447B6169FB74103B4C2D8637E3A7659","generalist_ai_v3"
"2024-05-16 13:02:02","2024-05-16 13:40:15","0",703,"100","2293","1","2024-05-16 13:40:16","R_2ApFPv6sMWidKGB","","","","",640,640,"anonymous","EN","1","2","2",671,"80","15","50","0471-1952-9238-3728","30","20","20","20","70","90","100","80","100","100","99","2","1","1","just for regular questions and content creation i never caught the companion part before i always just used them like regular ai","2","","4","","53","3","","100","E0C1F0C4B87E4DFF9848121BF80F8A89","generalist_ai_v3"
"2024-05-16 13:16:33","2024-05-16 13:40:16","0",704,"100","1422","1","2024-05-16 13:40:16","R_5xVkWS14mcXtFTL","","","","",641,641,"anonymous","EN","1","2","2",672,"85","96","97","6986-2439-6178-1108","27","63","29","97","97","99","99","99","99","99","99","1","1","1","I was curious how well they worked, but the one I tried was not as good as this one.","1","","3","","22","4","","21","5121A9069B834E05A6B5F12E11BD7F9D","regular"
"2024-05-16 13:39:52","2024-05-16 13:40:17","0",705,"100","25","1","2024-05-16 13:40:19","R_3aQxXPAcyaVZOjT","","","","",642,642,"anonymous","EN","1","1","2",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","9B4FF7C16D9740B1A774FD5A752CBC17",""
"2024-05-16 13:17:04","2024-05-16 13:40:28","0",706,"100","1403","1","2024-05-16 13:40:29","R_2e2DNnt7791cumv","","","","",262,262,"anonymous","EN","1","2","2",673,"100","100","100","1929-5817-4771-1264","80","75","50","100","100","100","100","95","100","85","95","1","1","2","","2","","3","","33","4","","90","6AA4B0EFC47047F0871CE00FF11C9899","regular"
"2024-05-16 13:22:42","2024-05-16 13:40:35","0",707,"100","1073","1","2024-05-16 13:40:36","R_15tkxpez51gX4mZ","","","","",615,615,"anonymous","EN","1","2","2",674,"0","0","0","3221-2011-7715-9430","0","0","0","0","50","40","100","85","100","97","0","1","1","1","To play around with and see what it would say.","1","","3","","43","5","","71","E6463FC65C094F6C99208446EC571DA6","generalist_ai_v3"
"2024-05-16 13:21:10","2024-05-16 13:40:40","0",708,"100","1170","1","2024-05-16 13:40:41","R_5Qu6jSnp8NYqGI3","","","","",643,643,"anonymous","EN","1","2","2",675,"42","70","64","8892-5289-8051-4038","5","6","8","12","12","10","9","16","11","9","15","3","1","1","Experimenting and trying it out.","1","","2","","28","7","","5","210EDF3E16EC45239B34227B63E297EC","rudimentary"
"2024-05-16 13:21:45","2024-05-16 13:40:46","0",709,"100","1140","1","2024-05-16 13:40:46","R_2DuIDH91uSoPNt3","","","","",644,644,"anonymous","EN","1","2","2",676,"71","63","73","8320-7019-4434-8213","72","71","72","8","10","10","81","69","71","30","50","1","1","2","","2","","1","","21","3","","29","2FA88D52582D4D259A76A1A566FCB5C7","generalist_ai_v3"
"2024-05-16 13:21:39","2024-05-16 13:40:54","0",710,"100","1155","1","2024-05-16 13:40:55","R_1QRE8qmHz7yrVyc","","","","",645,645,"anonymous","EN","1","2","2",677,"40","30","25","2844-8022-6184-9618","25","30","30","40","50","70","85","95","100","85","85","1","1","2","","2","","1","","37","2","","30","A8148B7984F24BF3987E2CAAA6D94017","regular"
"2024-05-16 13:22:10","2024-05-16 13:40:58","0",711,"100","1128","1","2024-05-16 13:40:59","R_7LGPP5COJ73cCMp","","","","",646,646,"anonymous","EN","1","2","2",678,"17","22","15","4534-1347-9089-8537","34","25","30","5","0","7","100","100","100","72","100","3","1","2","","2","","3","","30","5","","44","9D04893F631343BC887D93A7403020E6","generalist_ai_v3"
"2024-05-16 13:22:14","2024-05-16 13:41:16","0",712,"100","1141","1","2024-05-16 13:41:16","R_5daID378nIWkiai","","","","",647,647,"anonymous","EN","1","2","2",679,"84","25","66","4325-0602-7865-2628","49","19","35","62","88","88","100","99","93","97","100","1","1","2","","2","","3","","42","2","","91","C15777DB0FE9457B9032912A8002FEE4","regular"
"2024-05-16 12:56:57","2024-05-16 13:41:30","0",713,"100","2672","1","2024-05-16 13:41:30","R_1kGgUhJXnyrd1jM","","","","",648,648,"anonymous","EN","1","2","2",680,"5","18","10","7212-1050-0338-7665.","16","2","0","83","93","81","78","96","76","73","83","1","1","2","","2","","3","","30","4","","66","E54A61DBE6FF476197309CE8FE625AB5","regular"
"2024-05-16 13:22:26","2024-05-16 13:41:32","0",714,"100","1146","1","2024-05-16 13:41:33","R_50UOfqytfdOHkCy","","","","",649,649,"anonymous","EN","1","2","2",681,"60","70","78","7017-5863-0284-6796","60","63","77","18","0","0","100","92","100","0","0","3","1","2","","2","","3","","42","4","","50","DA6FF0EED4704420BECD90C9BFED8617","rudimentary"
